customer_id,subscription_length_months,customer_satisfaction_score,daily_watch_time_hours,engagement_rate,subscription_plan,support_queries_logged,age,monthly_income_usd,promotional_offers_used,number_of_profiles_created,device_used_most_often_desktop,device_used_most_often_laptop,device_used_most_often_mobile,device_used_most_often_smart_tv,device_used_most_often_tablet,genre_preference_action,genre_preference_comedy,genre_preference_documentary,genre_preference_drama,genre_preference_romance,genre_preference_sci_fi,genre_preference_thriller,region_africa,region_asia,region_europe,region_north_america,region_south_america,payment_history_delayed,payment_history_on_time,churn_status
C00407,12,3,4.09,3,1,5,49,2423,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
C00408,24,4,0.61,2,1,1,61,5398,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
C00409,1,9,1.24,3,2,1,51,8444,1,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
C00410,24,1,2.44,4,2,0,28,6693,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
C00411,24,2,4.38,7,2,1,22,5156,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
C00412,12,6,4.09,5,3,0,36,4168,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C00413,6,4,3.56,8,3,10,37,2589,1,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
C00414,1,4,2.05,7,3,0,48,5983,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
C00415,3,3,4.5,10,2,3,26,5463,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
C00416,12,4,3.94,9,2,2,70,7337,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
C00417,12,1,3.32,1,3,7,40,3088,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
C00418,1,2,3.3,8,3,3,43,6750,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
C00419,3,9,0.78,10,3,2,58,6412,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C00420,1,3,1.48,1,1,3,34,4565,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00421,3,10,1.3,3,3,10,22,6805,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00422,12,10,0.52,1,3,9,70,5145,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
C00423,12,3,2.04,1,2,1,70,3112,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00424,6,7,3.86,9,1,1,31,9659,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
C00425,1,9,2.32,4,3,10,47,1889,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
C00426,3,6,4.64,4,1,10,64,6172,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
C00427,24,7,1.34,3,3,6,38,7075,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
C00428,6,10,2.55,10,3,4,59,5050,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
C00429,1,3,4.63,9,1,4,65,2764,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C00430,6,1,2.63,3,2,8,23,7044,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
C00431,1,2,2.76,6,1,10,45,9261,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
C00432,1,2,3.6,6,3,1,53,8904,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
C00433,6,7,2.39,9,3,7,51,5792,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C00434,3,1,4.59,7,1,2,52,5570,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00435,24,3,1.08,9,1,6,34,4086,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
C00436,24,4,1.68,6,2,0,47,5125,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
C00437,1,8,4.3,8,1,2,45,8759,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
C00438,12,9,3.34,9,3,7,53,9447,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00439,1,9,3.89,2,3,1,53,3343,5,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
C00440,12,4,4.5,3,3,1,64,557,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
C00441,1,7,3.53,4,2,5,36,5192,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
C00442,1,6,3.86,2,3,0,53,2158,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
C00443,1,1,2.78,1,2,2,37,5510,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
C00444,24,8,2.86,4,3,0,37,7796,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C00445,6,9,1.11,1,2,1,42,1925,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C00446,24,6,4.52,6,2,4,51,543,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
C00447,1,5,4.12,1,3,1,25,5730,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00448,1,6,4.63,5,2,8,48,3088,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
C00449,3,1,0.9,3,3,3,54,6021,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
C00450,6,6,4.72,1,2,4,57,6458,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
C00451,3,10,4.51,10,3,4,44,5872,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
C00452,6,8,1.62,4,2,9,65,8952,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00453,12,6,4.27,5,2,7,25,1607,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
C00454,6,1,0.64,5,2,2,31,5059,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
C00455,6,8,3.9,8,3,6,62,598,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
C00456,24,5,2.65,6,1,1,35,8771,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
C00457,1,3,4.44,7,1,6,64,7500,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00458,6,10,1.18,8,3,9,44,3804,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
C00459,6,4,0.51,5,3,4,54,3312,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
C00460,3,5,2.93,1,2,7,21,3332,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
C00461,24,4,0.99,7,3,2,53,3746,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
C00462,12,8,0.81,6,2,4,41,2696,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
C00463,12,10,3.77,4,2,2,65,2009,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
C00464,3,5,2.5,7,1,3,27,2032,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
C00465,24,10,3.79,6,3,0,24,3085,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
C00466,6,2,1.69,6,2,6,43,4953,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
C00467,24,1,3.85,2,1,7,69,3509,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C00468,24,7,1.43,2,1,7,60,1300,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00469,1,9,4.54,8,3,3,27,6791,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
C00470,24,8,3.4,5,1,0,59,3885,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
C00471,3,6,3.93,5,2,10,24,3282,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
C00472,12,2,4.47,5,1,6,30,8753,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00473,3,7,3.11,9,2,2,46,790,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C00474,3,10,1.52,6,3,10,33,4948,2,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
C00475,6,1,2.7,9,3,2,39,3326,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
C00476,3,2,1.78,10,3,0,22,4419,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
C00477,24,6,3.56,9,2,4,32,5062,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00478,12,5,3.8,7,2,0,24,6522,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00479,3,5,1.99,3,1,0,20,736,5,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
C00480,12,5,3.08,5,1,1,66,4879,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
C00481,3,2,2.81,6,3,7,39,9163,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
C00482,3,1,4.4,4,1,8,50,8953,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
C00483,12,8,3.91,3,1,8,56,6599,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
C00484,6,4,3.75,7,1,4,57,1262,4,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
C00485,3,9,2.94,1,2,5,25,8553,3,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
C00486,6,10,3.81,10,1,6,56,5970,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
C00487,6,3,2.54,3,3,2,25,1960,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
C00488,24,9,1.47,2,2,10,48,9357,5,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
C00489,1,9,3.66,4,3,3,52,3942,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
C00490,1,2,1.75,9,2,2,41,5739,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
C00491,1,8,1.42,5,2,9,32,3562,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C00492,12,2,4.6,10,2,2,51,6618,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
C00493,12,10,1.64,8,3,2,23,1474,3,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
C00494,6,1,4.44,8,1,0,58,2992,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
C00495,12,5,1.44,8,2,3,55,8756,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C00496,6,3,2.98,4,3,10,67,1839,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
C00497,6,2,2.49,10,2,6,37,3914,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00498,1,9,3.87,9,3,2,34,8059,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
C00499,3,1,1.99,6,2,2,68,8029,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
C00500,1,7,3.18,6,2,9,70,2760,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
C00501,3,7,3.38,3,3,7,64,4824,3,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
C00502,24,9,0.96,5,2,2,18,1465,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
C00503,6,8,2.77,5,1,0,58,7248,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
C00504,12,5,4.85,8,2,3,36,1810,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
C00505,12,3,0.99,10,2,0,42,4671,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
C00506,12,7,4.93,8,2,2,21,706,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
C00507,6,7,3.77,8,3,6,30,1137,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C00508,1,2,0.98,6,1,3,65,8097,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
C00509,1,5,3.71,6,2,8,47,1384,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
C00510,1,2,4.85,9,2,0,61,1879,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
C00511,6,9,2.31,9,2,8,44,7106,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
C00512,3,4,1.08,9,3,9,32,8511,4,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
C00513,1,8,2.38,10,3,4,44,1043,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
C00514,6,8,3.69,10,2,6,51,1010,2,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
C00515,3,6,4.79,9,2,8,44,8963,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
C00516,24,7,4.66,1,1,0,70,5717,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
C00517,24,8,3.96,4,3,6,37,4957,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
C00518,12,5,1.22,8,2,6,58,9059,3,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00519,24,3,0.65,10,3,10,32,6309,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
C00520,3,4,3.75,7,2,7,20,3878,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
C00521,3,9,4.59,4,3,9,20,3766,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
C00522,12,7,0.59,3,1,9,49,9646,2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
C00523,1,10,1.95,1,1,10,29,7754,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
C00524,12,5,2.71,9,3,9,26,7194,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
C00525,6,6,3.78,6,2,9,39,8193,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
C00526,6,5,2.69,7,3,1,51,9183,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00527,3,1,2.1,10,1,7,51,8075,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
C00528,6,2,2.48,9,3,2,19,6963,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C00529,1,6,4.32,6,1,10,66,4053,3,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
C00530,3,7,4.71,6,2,4,28,9531,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
C00531,24,3,1.34,7,1,1,35,660,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
C00532,12,7,4.02,2,3,8,53,4902,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
C00533,1,2,0.55,8,3,2,47,5785,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
C00534,6,9,2.25,4,3,0,68,6448,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00535,12,2,2.31,5,3,2,40,1700,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
C00536,6,2,4.73,2,3,2,34,3395,1,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
C00537,6,4,1.12,5,3,7,19,9356,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
C00538,12,2,0.5,3,2,7,18,8523,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
C00539,24,8,0.87,7,2,6,46,9446,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
C00540,24,10,4.03,8,3,7,44,4761,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
C00541,3,7,2.42,1,2,6,45,6987,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
C00542,24,3,0.72,9,1,5,47,1911,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
C00543,1,3,2.33,4,3,4,55,5357,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
C00544,3,10,1.42,8,1,0,18,2087,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00545,6,4,2.77,7,1,7,64,2088,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
C00546,1,6,3.67,5,3,7,47,9162,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
C00547,24,1,2.46,9,3,1,54,4212,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C00548,3,4,4.6,3,3,3,30,1767,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
C00549,3,3,0.88,2,2,6,66,3355,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00550,3,4,0.89,8,1,0,21,3376,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
C00551,3,10,1.57,9,2,1,54,7893,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
C00552,1,7,0.92,7,2,4,33,7995,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
C00553,24,10,0.96,6,1,5,26,2921,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
C00554,12,10,1.86,10,3,4,32,2456,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C00555,12,2,3.21,1,1,3,28,1231,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
C00556,3,4,2.8,5,1,7,44,3950,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
C00557,6,9,1.05,5,1,9,34,8297,1,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
C00558,24,4,3.91,6,1,5,20,4026,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
C00559,1,7,3.32,7,3,9,25,909,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
C00560,3,8,3.08,9,1,3,60,9799,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
C00561,3,5,1.56,9,2,4,67,8462,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
C00562,12,1,4.69,7,3,1,45,6955,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00563,24,4,3.13,10,3,6,64,7085,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
C00564,1,1,1.44,10,2,10,20,5587,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
C00565,1,3,0.8,1,1,5,31,7530,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
C00566,12,7,4.34,3,2,1,49,6099,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
C00567,24,6,2.3,3,1,7,50,5771,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
C00568,24,9,3.95,6,3,8,19,7926,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
C00569,24,7,3.22,2,2,4,34,1405,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
C00570,24,8,1.81,5,2,10,28,8426,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
C00571,1,9,3.98,9,2,8,62,2551,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
C00572,12,6,3.6,1,3,0,67,1824,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
C00573,12,5,3.15,3,1,6,54,3572,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
C00574,1,10,4.12,3,1,5,65,9048,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
C00575,3,10,1.04,2,3,2,33,9942,2,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
C00576,1,7,4.68,3,1,9,44,9874,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
C00577,12,5,4.72,6,2,10,59,1614,5,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
C00578,6,2,2.34,9,1,0,66,5894,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C00579,3,5,4.12,2,3,1,45,5574,3,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
C00580,6,8,3.39,8,1,3,33,4415,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
C00581,1,7,1.89,6,2,7,44,1208,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
C00582,1,4,3.8,2,2,3,52,1700,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
C00583,3,3,2.56,8,2,7,68,2452,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
C00584,6,3,1.81,2,3,0,47,2190,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
C00585,3,9,4.0,2,2,4,53,1972,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
C00586,24,2,4.73,10,2,0,23,510,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00587,3,2,3.92,4,1,4,64,9950,5,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
C00588,1,10,3.87,10,1,1,64,9231,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
C00589,12,9,2.86,2,2,8,45,9989,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
C00590,1,9,2.95,6,1,0,27,8680,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
C00591,6,2,1.6,4,3,9,44,8893,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
C00592,12,2,3.92,10,1,3,60,3993,5,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
C00593,12,4,2.89,1,2,3,50,8599,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
C00594,12,9,4.71,9,3,8,34,906,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00595,1,7,2.17,10,1,9,61,7525,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
C00596,24,5,3.36,2,1,7,26,5516,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00597,3,7,4.39,9,1,6,55,9651,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C00598,1,4,4.08,2,2,5,18,4197,5,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
C00599,1,7,0.97,9,3,8,29,8992,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C00600,12,10,4.59,2,2,1,25,6944,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00601,1,3,2.7,3,3,3,47,7139,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
C00602,12,7,1.35,1,2,7,69,6224,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
C00603,12,3,2.67,1,2,3,21,6574,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
C00604,12,9,1.61,7,1,8,62,4425,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
C00605,3,6,4.38,10,3,6,42,1669,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
C00606,24,5,4.72,9,2,8,29,8797,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
C00607,6,6,2.7,5,2,7,28,6859,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
C00608,6,2,2.73,1,2,3,18,3173,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
C00609,6,1,1.38,10,2,8,29,6021,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
C00610,3,1,3.97,10,3,4,30,3071,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
C00611,12,10,3.11,9,1,2,48,2030,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
