customer_id,churn_probability,reason_1,reason_2,reason_3
C00500,0.6727132296938297,Frequent support queries (9) increased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00501,0.7791820498588294,Low engagement rate (3/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00502,0.01124757413927543,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (2) decreased churn risk
C00503,0.108448620496427,Few support queries (0) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00504,0.09499224470685495,Few promotional offers used (0) increased churn risk,High daily watch time (4.8 hours) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00505,0.1879792359665287,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00506,0.02887090815263864,High daily watch time (4.9 hours) decreased churn risk,Few support queries (2) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00507,0.04547815759437606,High satisfaction score (7/10) decreased churn risk,High engagement rate (8/10) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00508,0.9737356542622333,Low satisfaction score (2/10) increased churn risk,Low daily watch time (1.0 hours) increased churn risk,Short subscription history (1 months) increased churn risk
C00509,0.9361022341239391,Few promotional offers used (0) increased churn risk,Frequent support queries (8) increased churn risk,Short subscription history (1 months) increased churn risk
C00510,0.16847746594878232,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk
C00511,0.22688500857242794,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Frequent support queries (8) increased churn risk
C00512,0.6553844392111674,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk,Low daily watch time (1.1 hours) increased churn risk
C00513,0.27167219176922147,High engagement rate (10/10) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00514,0.09617146979427071,High engagement rate (10/10) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Delayed payment history increased churn risk
C00515,0.12029345707536308,High engagement rate (9/10) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk,Frequent support queries (8) increased churn risk
C00516,0.07662438378109467,Low engagement rate (1/10) increased churn risk,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00517,0.174843577574884,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00518,0.3716388830550602,High engagement rate (8/10) decreased churn risk,Low daily watch time (1.2 hours) increased churn risk,Delayed payment history increased churn risk
C00519,0.523833974951035,High engagement rate (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00520,0.5086289037149271,Short subscription history (3 months) increased churn risk,Frequent support queries (7) increased churn risk,High engagement rate (7/10) decreased churn risk
C00521,0.6400642430656546,High satisfaction score (9/10) decreased churn risk,Frequent support queries (9) increased churn risk,Few promotional offers used (0) increased churn risk
C00522,0.9534865806067204,Frequent support queries (9) increased churn risk,Low daily watch time (0.6 hours) increased churn risk,Low engagement rate (3/10) increased churn risk
C00523,0.930012255398492,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk
C00524,0.539703256318997,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00525,0.6323955228761412,Frequent support queries (9) increased churn risk,Delayed payment history increased churn risk,High daily watch time (3.8 hours) decreased churn risk
C00526,0.2420576805900886,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk,High engagement rate (7/10) decreased churn risk
C00527,0.7327358661213363,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00528,0.1285710442276686,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk
C00529,0.5433203707137166,Frequent support queries (10) increased churn risk,Short subscription history (1 months) increased churn risk,High daily watch time (4.3 hours) decreased churn risk
C00530,0.2421620487081628,High daily watch time (4.7 hours) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00531,0.5499657316696106,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk
C00532,0.7507082875481951,Low engagement rate (2/10) increased churn risk,Frequent support queries (8) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00533,0.9007341437390802,Low satisfaction score (2/10) increased churn risk,Low daily watch time (0.6 hours) increased churn risk,Few support queries (2) decreased churn risk
C00534,0.1370274834705976,High satisfaction score (9/10) decreased churn risk,Few support queries (0) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00535,0.7172290052763625,Low satisfaction score (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,Few support queries (2) decreased churn risk
C00536,0.7608669149384581,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (2) decreased churn risk
C00537,0.8736038059120386,Low daily watch time (1.1 hours) increased churn risk,Frequent support queries (7) increased churn risk,Low satisfaction score (4/10) increased churn risk
C00538,0.9812747366708695,Low satisfaction score (2/10) increased churn risk,Low daily watch time (0.5 hours) increased churn risk,Low engagement rate (3/10) increased churn risk
C00539,0.20048506204362457,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00540,0.006993101526243733,High satisfaction score (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00541,0.571358711758564,Low engagement rate (1/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00542,0.17923239006432132,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00543,0.8667808684296356,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk,Low engagement rate (4/10) increased churn risk
C00544,0.164805985575764,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Few promotional offers used (0) increased churn risk
C00545,0.6413744515386887,Many promotional offers used (5) decreased churn risk,Frequent support queries (7) increased churn risk,Delayed payment history increased churn risk
C00546,0.7627962036796503,Few promotional offers used (0) increased churn risk,Short subscription history (1 months) increased churn risk,Frequent support queries (7) increased churn risk
C00547,0.19220768241810327,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00548,0.5829533144809261,Low engagement rate (3/10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk,Short subscription history (3 months) increased churn risk
C00549,0.9642097959692175,Low engagement rate (2/10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00550,0.5244004185721969,Few support queries (0) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk,High engagement rate (8/10) decreased churn risk
C00551,0.04296773970495087,High satisfaction score (10/10) decreased churn risk,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00552,0.8404238531541154,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00553,0.06253519434560524,High satisfaction score (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Low daily watch time (1.0 hours) increased churn risk
C00554,0.014859970487369083,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00555,0.8357958763190919,Low engagement rate (1/10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Support queries logged (3) decreased churn risk
C00556,0.968623322149248,Short subscription history (3 months) increased churn risk,Few promotional offers used (1) increased churn risk,Frequent support queries (7) increased churn risk
C00557,0.6075261872533554,High satisfaction score (9/10) decreased churn risk,Frequent support queries (9) increased churn risk,Low daily watch time (1.1 hours) increased churn risk
C00558,0.14573648614741966,Long subscription history (24 months) decreased churn risk,High daily watch time (3.9 hours) decreased churn risk,Delayed payment history increased churn risk
C00559,0.8029841583586257,Frequent support queries (9) increased churn risk,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00560,0.07070493592903655,High satisfaction score (8/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00561,0.11669041894489143,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Short subscription history (3 months) increased churn risk
C00562,0.446708392344003,Low satisfaction score (1/10) increased churn risk,Few support queries (1) decreased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00563,0.11489304253816235,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Delayed payment history increased churn risk
C00564,0.9701688352598105,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Frequent support queries (10) increased churn risk
C00565,0.9867168517556749,Low engagement rate (1/10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk
C00566,0.04210125043104778,Few support queries (1) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00567,0.6219041260446458,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk,Frequent support queries (7) increased churn risk
C00568,0.0437052978787567,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk
C00569,0.09069613914150552,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00570,0.10738927996333013,Frequent support queries (10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00571,0.09009726744168059,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00572,0.2172455384115854,Low engagement rate (1/10) increased churn risk,Few support queries (0) decreased churn risk,On-Time payment history decreased churn risk
C00573,0.8922051993813892,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk,Delayed payment history increased churn risk
C00574,0.16722630315467724,High satisfaction score (10/10) decreased churn risk,Low engagement rate (3/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00575,0.5100723618191314,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (2) decreased churn risk
C00576,0.8365684389747582,Frequent support queries (9) increased churn risk,Low engagement rate (3/10) increased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00577,0.24692424073599112,Frequent support queries (10) increased churn risk,Many promotional offers used (5) decreased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00578,0.13954794571273085,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk
C00579,0.4636593732784591,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk,Short subscription history (3 months) increased churn risk
C00580,0.013336184203205509,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00581,0.597423501030744,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk,Few promotional offers used (1) increased churn risk
C00582,0.8249354483233178,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk,Support queries logged (3) decreased churn risk
C00583,0.9739756912552994,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk,High engagement rate (8/10) decreased churn risk
C00584,0.7346694159175627,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00585,0.2602666286261898,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00586,0.007427340852265797,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk
C00587,0.5362190904522688,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Short subscription history (3 months) increased churn risk
C00588,0.007291400091769994,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Few support queries (1) decreased churn risk
C00589,0.464923238197997,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Frequent support queries (8) increased churn risk
C00590,0.04027370504279423,High satisfaction score (9/10) decreased churn risk,Few support queries (0) decreased churn risk,Short subscription history (1 months) increased churn risk
C00591,0.9744431196646051,Low satisfaction score (2/10) increased churn risk,Frequent support queries (9) increased churn risk,Low engagement rate (4/10) increased churn risk
C00592,0.0495161983572683,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00593,0.39409526139093326,Low engagement rate (1/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Support queries logged (3) decreased churn risk
C00594,0.11280957635827177,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00595,0.16625105174926624,High engagement rate (10/10) decreased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk
C00596,0.31707360477413166,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00597,0.20129864544801127,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00598,0.7083536364129036,Low engagement rate (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Short subscription history (1 months) increased churn risk
C00599,0.63784494831378,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Frequent support queries (8) increased churn risk
C00600,0.14170556175468685,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk
C00601,0.44873174601297366,Many promotional offers used (5) decreased churn risk,Low engagement rate (3/10) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00602,0.8617047032905191,Low engagement rate (1/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Low daily watch time (1.4 hours) increased churn risk
C00603,0.6150686113616464,Low engagement rate (1/10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Many promotional offers used (4) decreased churn risk
C00604,0.11134769404220941,High satisfaction score (9/10) decreased churn risk,Frequent support queries (8) increased churn risk,Many promotional offers used (4) decreased churn risk
C00605,0.1596477971623972,High engagement rate (10/10) decreased churn risk,High daily watch time (4.4 hours) decreased churn risk,Short subscription history (3 months) increased churn risk
C00606,0.06986373758299619,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk,Frequent support queries (8) increased churn risk
C00607,0.6375169314857545,Many promotional offers used (4) decreased churn risk,Frequent support queries (7) increased churn risk,Delayed payment history increased churn risk
C00608,0.8219582800103699,Low engagement rate (1/10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00609,0.9052255420988146,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00610,0.296141990735082,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00611,0.010041155334741736,High satisfaction score (10/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk
C00612,0.19363472655510816,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00613,0.6642848048279149,Low engagement rate (1/10) increased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk
C00614,0.8807722013452627,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk
C00615,0.17778135255163152,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00616,0.879694795611418,Low satisfaction score (1/10) increased churn risk,Frequent support queries (8) increased churn risk,Many promotional offers used (4) decreased churn risk
C00617,0.18181281820798137,Short subscription history (1 months) increased churn risk,High daily watch time (4.5 hours) decreased churn risk,High engagement rate (7/10) decreased churn risk
C00618,0.20954619323835488,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low daily watch time (0.7 hours) increased churn risk
C00619,0.022396965043024922,High satisfaction score (10/10) decreased churn risk,Few support queries (1) decreased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00620,0.009520997618926485,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk
C00621,0.4738321189536585,High daily watch time (4.9 hours) decreased churn risk,Few support queries (2) decreased churn risk,Few promotional offers used (1) increased churn risk
C00622,0.015534522713088668,High satisfaction score (10/10) decreased churn risk,Few support queries (1) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00623,0.6543109057907438,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low daily watch time (1.1 hours) increased churn risk
C00624,0.3830757737489065,High engagement rate (9/10) decreased churn risk,Short subscription history (1 months) increased churn risk,Delayed payment history increased churn risk
C00625,0.5591088568801077,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Delayed payment history increased churn risk
C00626,0.045517671309587414,Many promotional offers used (5) decreased churn risk,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00627,0.4103957248035147,Few support queries (1) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Delayed payment history increased churn risk
C00628,0.8142537509167945,Many promotional offers used (5) decreased churn risk,Frequent support queries (8) increased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00629,0.08969276486981755,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00630,0.5524734061698079,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,Low engagement rate (3/10) increased churn risk
C00631,0.9204107468570899,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00632,0.9693086375537907,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk,Few promotional offers used (1) increased churn risk
C00633,0.5287131187881835,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00634,0.03654861942671532,High engagement rate (10/10) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Support queries logged (3) decreased churn risk
C00635,0.2126095821892915,High engagement rate (10/10) decreased churn risk,Short subscription history (3 months) increased churn risk,Delayed payment history increased churn risk
C00636,0.9869259209444595,Low engagement rate (1/10) increased churn risk,Frequent support queries (9) increased churn risk,Short subscription history (3 months) increased churn risk
C00637,0.9482698041363224,Low engagement rate (2/10) increased churn risk,Few promotional offers used (1) increased churn risk,Frequent support queries (7) increased churn risk
C00638,0.006083919229651743,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,High satisfaction score (8/10) decreased churn risk
C00639,0.5161198718235562,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00640,0.9666197516517278,Low engagement rate (2/10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00641,0.14588265830065109,Low satisfaction score (1/10) increased churn risk,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00642,0.9807302450074843,Frequent support queries (10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00643,0.017604400504868847,High satisfaction score (10/10) decreased churn risk,Few support queries (2) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00644,0.29801086326116444,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk
C00645,0.5430043528419845,Few support queries (2) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk,Few promotional offers used (1) increased churn risk
C00646,0.6052395406348051,High satisfaction score (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low daily watch time (0.7 hours) increased churn risk
C00647,0.023895244106723543,High satisfaction score (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00648,0.02408653998493442,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk
C00649,0.5382294184419468,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00650,0.43119372967679703,High satisfaction score (8/10) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk,Low engagement rate (4/10) increased churn risk
C00651,0.4172861421500462,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00652,0.8008778215939956,Frequent support queries (10) increased churn risk,Short subscription history (3 months) increased churn risk,Low engagement rate (4/10) increased churn risk
C00653,0.9655596250505605,Low engagement rate (3/10) increased churn risk,Low daily watch time (1.2 hours) increased churn risk,Few promotional offers used (1) increased churn risk
C00654,0.7163988808827381,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk,Few promotional offers used (1) increased churn risk
C00655,0.9239099709476863,Low engagement rate (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Delayed payment history increased churn risk
C00656,0.9145815060086322,Low engagement rate (2/10) increased churn risk,Short subscription history (3 months) increased churn risk,Delayed payment history increased churn risk
C00657,0.17923978916996802,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00658,0.03441385617179652,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (1) increased churn risk
C00659,0.8882088392454914,Frequent support queries (9) increased churn risk,High daily watch time (4.7 hours) decreased churn risk,Short subscription history (1 months) increased churn risk
C00660,0.9535459806713654,Frequent support queries (9) increased churn risk,Low daily watch time (0.7 hours) increased churn risk,Low engagement rate (4/10) increased churn risk
C00661,0.19387849626279455,High satisfaction score (8/10) decreased churn risk,Low engagement rate (3/10) increased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00662,0.41807497005287986,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Support queries logged (3) decreased churn risk
C00663,0.34138694928438496,Few promotional offers used (0) increased churn risk,High daily watch time (4.5 hours) decreased churn risk,Short subscription history (3 months) increased churn risk
C00664,0.2521475594510446,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00665,0.33137057410255855,Low satisfaction score (1/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00666,0.017447315271631812,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,High daily watch time (4.1 hours) decreased churn risk
C00667,0.5909174438603371,High engagement rate (10/10) decreased churn risk,Frequent support queries (9) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00668,0.14238896679208177,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00669,0.34458522882661974,High satisfaction score (8/10) decreased churn risk,Few support queries (2) decreased churn risk,Low daily watch time (0.8 hours) increased churn risk
C00670,0.9652357328598065,Low satisfaction score (1/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Frequent support queries (7) increased churn risk
C00671,0.6046032924731046,Low engagement rate (1/10) increased churn risk,Few support queries (0) decreased churn risk,Few promotional offers used (0) increased churn risk
C00672,0.3902260131580271,Few support queries (2) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00673,0.30481748095356564,Few promotional offers used (0) increased churn risk,High daily watch time (4.9 hours) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00674,0.2720105744085582,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00675,0.8508405496284148,Low satisfaction score (3/10) increased churn risk,Low daily watch time (1.3 hours) increased churn risk,Support queries logged (3) decreased churn risk
C00676,0.018787247299453136,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00677,0.3336467177865056,High daily watch time (4.4 hours) decreased churn risk,Frequent support queries (7) increased churn risk,On-Time payment history decreased churn risk
C00678,0.6404924438672399,Low engagement rate (2/10) increased churn risk,Many promotional offers used (4) decreased churn risk,Short subscription history (3 months) increased churn risk
C00679,0.776924294846508,Low engagement rate (3/10) increased churn risk,High daily watch time (4.2 hours) decreased churn risk,Short subscription history (3 months) increased churn risk
C00680,0.8061521601271665,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk,High daily watch time (4.2 hours) decreased churn risk
C00681,0.058977941446922415,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00682,0.9596201196773636,Low engagement rate (1/10) increased churn risk,Frequent support queries (9) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00683,0.8189693385983845,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00684,0.9885398543988176,Low satisfaction score (1/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Frequent support queries (7) increased churn risk
C00685,0.607424567052485,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00686,0.17175876521087038,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00687,0.8403071033990569,Frequent support queries (8) increased churn risk,High engagement rate (8/10) decreased churn risk,Low daily watch time (1.1 hours) increased churn risk
C00688,0.100019292333526,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00689,0.07683002323797655,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00690,0.7643823481428077,Frequent support queries (9) increased churn risk,Delayed payment history increased churn risk,High daily watch time (3.9 hours) decreased churn risk
C00691,0.188889905857567,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk
C00692,0.30964414062064416,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Support queries logged (3) decreased churn risk
C00693,0.22563157017699514,High satisfaction score (7/10) decreased churn risk,Low daily watch time (1.1 hours) increased churn risk,Support queries logged (3) decreased churn risk
C00694,0.0023990707791545756,High satisfaction score (10/10) decreased churn risk,Few support queries (1) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00695,0.7027098293186547,Few support queries (0) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Few promotional offers used (1) increased churn risk
C00696,0.1736292058406779,High satisfaction score (7/10) decreased churn risk,Many promotional offers used (4) decreased churn risk,Delayed payment history increased churn risk
C00697,0.8415780547649553,Frequent support queries (9) increased churn risk,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00698,0.8994662190811454,Frequent support queries (9) increased churn risk,Low daily watch time (1.4 hours) increased churn risk,Few promotional offers used (1) increased churn risk
C00699,0.07135591759408594,High satisfaction score (9/10) decreased churn risk,Few support queries (1) decreased churn risk,Delayed payment history increased churn risk
C00700,0.974425766444927,Low satisfaction score (2/10) increased churn risk,Frequent support queries (9) increased churn risk,Low engagement rate (3/10) increased churn risk
C00701,0.12685206526646436,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
